resultId,raceId,year,circuitId,circuit_name,circuit_difficulty,driverId,driver_name,constructorId,constructor_name,starting_grid,final_position,points,pit_stops,pit_stop_lap,pit_stop_duration,fastestLapTime,fastestLapSpeed,statusId,race_status
11868,493,1981,70,Austrian Grand Prix,Very Easy,203,gilles_villeneuve,6,ferrari,3,23,0,#N/A,#N/A,#N/A,\N,\N,3,Accident
11869,493,1981,70,Austrian Grand Prix,Very Easy,176,surer,55,theodore,23,24,0,#N/A,#N/A,#N/A,\N,\N,99,Distributor
11870,493,1981,70,Austrian Grand Prix,Very Easy,158,cheever,25,tyrrell,0,25,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11871,493,1981,70,Austrian Grand Prix,Very Easy,118,warwick,53,toleman,0,26,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11872,493,1981,70,Austrian Grand Prix,Very Easy,205,henton,53,toleman,0,27,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11873,493,1981,70,Austrian Grand Prix,Very Easy,213,gabbiani,45,osella,0,28,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11874,494,1981,39,Dutch Grand Prix,Medium,117,prost,4,renault,1,1,9,#N/A,#N/A,#N/A,\N,\N,1,Finished
11875,494,1981,39,Dutch Grand Prix,Medium,137,piquet,34,brabham,3,2,6,#N/A,#N/A,#N/A,\N,\N,1,Finished
11876,494,1981,39,Dutch Grand Prix,Medium,178,jones,3,williams,4,3,4,#N/A,#N/A,#N/A,\N,\N,1,Finished
11877,494,1981,39,Dutch Grand Prix,Medium,212,rebaque,34,brabham,15,4,3,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
11878,494,1981,39,Dutch Grand Prix,Medium,173,angelis,32,team_lotus,9,5,2,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
11879,494,1981,39,Dutch Grand Prix,Medium,194,salazar,57,ensign,24,6,1,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
11880,494,1981,39,Dutch Grand Prix,Medium,216,stohr,21,arrows,21,7,0,#N/A,#N/A,#N/A,\N,\N,13,+3 Laps
11881,494,1981,39,Dutch Grand Prix,Medium,176,surer,55,theodore,20,8,0,#N/A,#N/A,#N/A,\N,\N,13,+3 Laps
11882,494,1981,39,Dutch Grand Prix,Medium,105,alboreto,25,tyrrell,25,9,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
11883,494,1981,39,Dutch Grand Prix,Medium,201,borgudd,54,ats,23,10,0,#N/A,#N/A,#N/A,\N,\N,14,+4 Laps
11884,494,1981,39,Dutch Grand Prix,Medium,207,mario_andretti,51,alfa,7,11,0,#N/A,#N/A,#N/A,\N,\N,3,Accident
11885,494,1981,39,Dutch Grand Prix,Medium,187,watson,1,mclaren,8,12,0,#N/A,#N/A,#N/A,\N,\N,80,Ignition
11886,494,1981,39,Dutch Grand Prix,Medium,158,cheever,25,tyrrell,22,13,0,#N/A,#N/A,#N/A,\N,\N,22,Suspension
11887,494,1981,39,Dutch Grand Prix,Medium,197,jarier,45,osella,18,14,0,#N/A,#N/A,#N/A,\N,\N,7,Transmission
11888,494,1981,39,Dutch Grand Prix,Medium,163,arnoux,4,renault,2,15,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
11889,494,1981,39,Dutch Grand Prix,Medium,152,giacomelli,51,alfa,14,16,0,#N/A,#N/A,#N/A,\N,\N,27,Tyre
11890,494,1981,39,Dutch Grand Prix,Medium,172,laffite,27,ligier,6,17,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
11891,494,1981,39,Dutch Grand Prix,Medium,199,reutemann,3,williams,5,18,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
11892,494,1981,39,Dutch Grand Prix,Medium,119,patrese,21,arrows,10,19,0,#N/A,#N/A,#N/A,\N,\N,22,Suspension
11893,494,1981,39,Dutch Grand Prix,Medium,206,daly,37,march,19,20,0,#N/A,#N/A,#N/A,\N,\N,22,Suspension
11894,494,1981,39,Dutch Grand Prix,Medium,202,pironi,6,ferrari,12,21,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
11895,494,1981,39,Dutch Grand Prix,Medium,95,mansell,32,team_lotus,17,22,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
11896,494,1981,39,Dutch Grand Prix,Medium,175,tambay,27,ligier,11,23,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
11897,494,1981,39,Dutch Grand Prix,Medium,203,gilles_villeneuve,6,ferrari,16,24,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
11898,494,1981,39,Dutch Grand Prix,Medium,110,cesaris,1,mclaren,0,25,0,#N/A,#N/A,#N/A,\N,\N,54,Withdrew
11899,494,1981,39,Dutch Grand Prix,Medium,205,henton,53,toleman,0,26,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11900,494,1981,39,Dutch Grand Prix,Medium,177,keke_rosberg,56,fittipaldi,0,27,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11901,494,1981,39,Dutch Grand Prix,Medium,192,serra,56,fittipaldi,0,28,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11902,494,1981,39,Dutch Grand Prix,Medium,213,gabbiani,45,osella,0,29,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11903,494,1981,39,Dutch Grand Prix,Medium,118,warwick,53,toleman,0,30,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11904,495,1981,14,Italian Grand Prix,Very Easy,117,prost,4,renault,3,1,9,#N/A,#N/A,#N/A,\N,\N,1,Finished
11905,495,1981,14,Italian Grand Prix,Very Easy,178,jones,3,williams,5,2,6,#N/A,#N/A,#N/A,\N,\N,1,Finished
11906,495,1981,14,Italian Grand Prix,Very Easy,199,reutemann,3,williams,2,3,4,#N/A,#N/A,#N/A,\N,\N,1,Finished
11907,495,1981,14,Italian Grand Prix,Very Easy,173,angelis,32,team_lotus,11,4,3,#N/A,#N/A,#N/A,\N,\N,1,Finished
11908,495,1981,14,Italian Grand Prix,Very Easy,202,pironi,6,ferrari,8,5,2,#N/A,#N/A,#N/A,\N,\N,1,Finished
11909,495,1981,14,Italian Grand Prix,Very Easy,137,piquet,34,brabham,6,6,1,#N/A,#N/A,#N/A,\N,\N,5,Engine
11910,495,1981,14,Italian Grand Prix,Very Easy,110,cesaris,1,mclaren,16,7,0,#N/A,#N/A,#N/A,\N,\N,29,Puncture
11911,495,1981,14,Italian Grand Prix,Very Easy,152,giacomelli,51,alfa,10,8,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
11912,495,1981,14,Italian Grand Prix,Very Easy,197,jarier,45,osella,18,9,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
11913,495,1981,14,Italian Grand Prix,Very Easy,205,henton,53,toleman,23,10,0,#N/A,#N/A,#N/A,\N,\N,13,+3 Laps
11914,495,1981,14,Italian Grand Prix,Very Easy,207,mario_andretti,51,alfa,13,11,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
11915,495,1981,14,Italian Grand Prix,Very Easy,206,daly,37,march,19,12,0,#N/A,#N/A,#N/A,\N,\N,6,Gearbox
11916,495,1981,14,Italian Grand Prix,Very Easy,175,tambay,27,ligier,15,13,0,#N/A,#N/A,#N/A,\N,\N,29,Puncture
11917,495,1981,14,Italian Grand Prix,Very Easy,95,mansell,32,team_lotus,12,14,0,#N/A,#N/A,#N/A,\N,\N,22,Suspension
11918,495,1981,14,Italian Grand Prix,Very Easy,187,watson,1,mclaren,7,15,0,#N/A,#N/A,#N/A,\N,\N,3,Accident
11919,495,1981,14,Italian Grand Prix,Very Easy,119,patrese,21,arrows,20,16,0,#N/A,#N/A,#N/A,\N,\N,6,Gearbox
11920,495,1981,14,Italian Grand Prix,Very Easy,105,alboreto,25,tyrrell,22,17,0,#N/A,#N/A,#N/A,\N,\N,3,Accident
11921,495,1981,14,Italian Grand Prix,Very Easy,194,salazar,57,ensign,24,18,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
11922,495,1981,14,Italian Grand Prix,Very Easy,163,arnoux,4,renault,1,19,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
11923,495,1981,14,Italian Grand Prix,Very Easy,172,laffite,27,ligier,4,20,0,#N/A,#N/A,#N/A,\N,\N,29,Puncture
11924,495,1981,14,Italian Grand Prix,Very Easy,158,cheever,25,tyrrell,17,21,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
11925,495,1981,14,Italian Grand Prix,Very Easy,201,borgudd,54,ats,21,22,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
11926,495,1981,14,Italian Grand Prix,Very Easy,203,gilles_villeneuve,6,ferrari,9,23,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
11927,495,1981,14,Italian Grand Prix,Very Easy,212,rebaque,34,brabham,14,24,0,#N/A,#N/A,#N/A,\N,\N,10,Electrical
11928,495,1981,14,Italian Grand Prix,Very Easy,176,surer,55,theodore,0,25,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11929,495,1981,14,Italian Grand Prix,Very Easy,213,gabbiani,45,osella,0,26,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11930,495,1981,14,Italian Grand Prix,Very Easy,118,warwick,53,toleman,0,27,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11931,495,1981,14,Italian Grand Prix,Very Easy,216,stohr,21,arrows,0,28,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11932,495,1981,14,Italian Grand Prix,Very Easy,177,keke_rosberg,56,fittipaldi,0,29,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11933,495,1981,14,Italian Grand Prix,Very Easy,192,serra,56,fittipaldi,0,30,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11934,496,1981,7,Canadian Grand Prix,Easy,172,laffite,27,ligier,10,1,9,#N/A,#N/A,#N/A,\N,\N,1,Finished
11935,496,1981,7,Canadian Grand Prix,Easy,187,watson,1,mclaren,9,2,6,#N/A,#N/A,#N/A,\N,\N,1,Finished
11936,496,1981,7,Canadian Grand Prix,Easy,203,gilles_villeneuve,6,ferrari,11,3,4,#N/A,#N/A,#N/A,\N,\N,1,Finished
11937,496,1981,7,Canadian Grand Prix,Easy,152,giacomelli,51,alfa,15,4,3,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
11938,496,1981,7,Canadian Grand Prix,Easy,137,piquet,34,brabham,1,5,2,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
11939,496,1981,7,Canadian Grand Prix,Easy,173,angelis,32,team_lotus,7,6,1,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
11940,496,1981,7,Canadian Grand Prix,Easy,207,mario_andretti,51,alfa,16,7,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
11941,496,1981,7,Canadian Grand Prix,Easy,206,daly,37,march,20,8,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
11942,496,1981,7,Canadian Grand Prix,Easy,176,surer,55,theodore,19,9,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
11943,496,1981,7,Canadian Grand Prix,Easy,199,reutemann,3,williams,2,10,0,#N/A,#N/A,#N/A,\N,\N,13,+3 Laps
11944,496,1981,7,Canadian Grand Prix,Easy,105,alboreto,25,tyrrell,22,11,0,#N/A,#N/A,#N/A,\N,\N,14,+4 Laps
11945,496,1981,7,Canadian Grand Prix,Easy,158,cheever,25,tyrrell,14,12,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
11946,496,1981,7,Canadian Grand Prix,Easy,110,cesaris,1,mclaren,13,13,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
11947,496,1981,7,Canadian Grand Prix,Easy,117,prost,4,renault,4,14,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
11948,496,1981,7,Canadian Grand Prix,Easy,95,mansell,32,team_lotus,5,15,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
11949,496,1981,7,Canadian Grand Prix,Easy,201,borgudd,54,ats,21,16,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
11950,496,1981,7,Canadian Grand Prix,Easy,212,rebaque,34,brabham,6,17,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
11951,496,1981,7,Canadian Grand Prix,Easy,197,jarier,45,osella,23,18,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
11952,496,1981,7,Canadian Grand Prix,Easy,178,jones,3,williams,3,19,0,#N/A,#N/A,#N/A,\N,\N,64,Handling
11953,496,1981,7,Canadian Grand Prix,Easy,202,pironi,6,ferrari,12,20,0,#N/A,#N/A,#N/A,\N,\N,80,Ignition
11954,496,1981,7,Canadian Grand Prix,Easy,194,salazar,57,ensign,24,21,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
11955,496,1981,7,Canadian Grand Prix,Easy,175,tambay,27,ligier,17,22,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
11956,496,1981,7,Canadian Grand Prix,Easy,119,patrese,21,arrows,18,23,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
11957,496,1981,7,Canadian Grand Prix,Easy,163,arnoux,4,renault,8,24,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
11958,496,1981,7,Canadian Grand Prix,Easy,177,keke_rosberg,56,fittipaldi,0,25,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11959,496,1981,7,Canadian Grand Prix,Easy,192,serra,56,fittipaldi,0,26,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11960,496,1981,7,Canadian Grand Prix,Easy,205,henton,53,toleman,0,27,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11961,496,1981,7,Canadian Grand Prix,Easy,198,villeneuve_sr,21,arrows,0,28,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11962,496,1981,7,Canadian Grand Prix,Easy,118,warwick,53,toleman,0,29,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11963,496,1981,7,Canadian Grand Prix,Easy,213,gabbiani,45,osella,0,30,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11964,497,1981,44,Caesars Palace Grand Prix,Hard,178,jones,3,williams,2,1,9,#N/A,#N/A,#N/A,\N,\N,1,Finished
11965,497,1981,44,Caesars Palace Grand Prix,Hard,117,prost,4,renault,5,2,6,#N/A,#N/A,#N/A,\N,\N,1,Finished
11966,497,1981,44,Caesars Palace Grand Prix,Hard,152,giacomelli,51,alfa,8,3,4,#N/A,#N/A,#N/A,\N,\N,1,Finished
11967,497,1981,44,Caesars Palace Grand Prix,Hard,95,mansell,32,team_lotus,9,4,3,#N/A,#N/A,#N/A,\N,\N,1,Finished
11968,497,1981,44,Caesars Palace Grand Prix,Hard,137,piquet,34,brabham,4,5,2,#N/A,#N/A,#N/A,\N,\N,1,Finished
11969,497,1981,44,Caesars Palace Grand Prix,Hard,172,laffite,27,ligier,12,6,1,#N/A,#N/A,#N/A,\N,\N,1,Finished
11970,497,1981,44,Caesars Palace Grand Prix,Hard,187,watson,1,mclaren,6,7,0,#N/A,#N/A,#N/A,\N,\N,1,Finished
11971,497,1981,44,Caesars Palace Grand Prix,Hard,199,reutemann,3,williams,1,8,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
11972,497,1981,44,Caesars Palace Grand Prix,Hard,202,pironi,6,ferrari,18,9,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
11973,497,1981,44,Caesars Palace Grand Prix,Hard,177,keke_rosberg,56,fittipaldi,20,10,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
11974,497,1981,44,Caesars Palace Grand Prix,Hard,119,patrese,21,arrows,11,11,0,#N/A,#N/A,#N/A,\N,\N,14,+4 Laps
11975,497,1981,44,Caesars Palace Grand Prix,Hard,110,cesaris,1,mclaren,14,12,0,#N/A,#N/A,#N/A,\N,\N,16,+6 Laps
11976,497,1981,44,Caesars Palace Grand Prix,Hard,105,alboreto,25,tyrrell,17,13,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
11977,497,1981,44,Caesars Palace Grand Prix,Hard,194,salazar,57,ensign,24,14,0,#N/A,#N/A,#N/A,\N,\N,62,Not classified
11978,497,1981,44,Caesars Palace Grand Prix,Hard,118,warwick,53,toleman,22,15,0,#N/A,#N/A,#N/A,\N,\N,6,Gearbox
11979,497,1981,44,Caesars Palace Grand Prix,Hard,207,mario_andretti,51,alfa,10,16,0,#N/A,#N/A,#N/A,\N,\N,22,Suspension
11980,497,1981,44,Caesars Palace Grand Prix,Hard,203,gilles_villeneuve,6,ferrari,3,17,0,#N/A,#N/A,#N/A,\N,\N,2,Disqualified
11981,497,1981,44,Caesars Palace Grand Prix,Hard,212,rebaque,34,brabham,16,18,0,#N/A,#N/A,#N/A,\N,\N,37,Throttle
11982,497,1981,44,Caesars Palace Grand Prix,Hard,176,surer,55,theodore,23,19,0,#N/A,#N/A,#N/A,\N,\N,22,Suspension
11983,497,1981,44,Caesars Palace Grand Prix,Hard,158,cheever,25,tyrrell,19,20,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
11984,497,1981,44,Caesars Palace Grand Prix,Hard,163,arnoux,4,renault,13,21,0,#N/A,#N/A,#N/A,\N,\N,10,Electrical
11985,497,1981,44,Caesars Palace Grand Prix,Hard,175,tambay,27,ligier,7,22,0,#N/A,#N/A,#N/A,\N,\N,3,Accident
11986,497,1981,44,Caesars Palace Grand Prix,Hard,173,angelis,32,team_lotus,15,23,0,#N/A,#N/A,#N/A,\N,\N,47,Water leak
11987,497,1981,44,Caesars Palace Grand Prix,Hard,197,jarier,45,osella,21,24,0,#N/A,#N/A,#N/A,\N,\N,7,Transmission
11988,497,1981,44,Caesars Palace Grand Prix,Hard,201,borgudd,54,ats,0,25,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11989,497,1981,44,Caesars Palace Grand Prix,Hard,192,serra,56,fittipaldi,0,26,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11990,497,1981,44,Caesars Palace Grand Prix,Hard,206,daly,37,march,0,27,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11991,497,1981,44,Caesars Palace Grand Prix,Hard,198,villeneuve_sr,21,arrows,0,28,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11992,497,1981,44,Caesars Palace Grand Prix,Hard,205,henton,53,toleman,0,29,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11993,497,1981,44,Caesars Palace Grand Prix,Hard,213,gabbiani,45,osella,0,30,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
11994,498,1980,25,Argentine Grand Prix,Medium,178,jones,3,williams,1,1,9,#N/A,#N/A,#N/A,\N,\N,1,Finished
11995,498,1980,25,Argentine Grand Prix,Medium,137,piquet,34,brabham,4,2,6,#N/A,#N/A,#N/A,\N,\N,1,Finished
11996,498,1980,25,Argentine Grand Prix,Medium,177,keke_rosberg,56,fittipaldi,13,3,4,#N/A,#N/A,#N/A,\N,\N,1,Finished
11997,498,1980,25,Argentine Grand Prix,Medium,206,daly,25,tyrrell,22,4,3,#N/A,#N/A,#N/A,\N,\N,1,Finished
11998,498,1980,25,Argentine Grand Prix,Medium,152,giacomelli,51,alfa,20,5,2,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
11999,498,1980,25,Argentine Grand Prix,Medium,117,prost,1,mclaren,12,6,1,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
12000,498,1980,25,Argentine Grand Prix,Medium,217,zunino,34,brabham,16,7,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
12001,498,1980,25,Argentine Grand Prix,Medium,221,depailler,51,alfa,23,8,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
12002,498,1980,25,Argentine Grand Prix,Medium,222,scheckter,6,ferrari,11,9,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
12003,498,1980,25,Argentine Grand Prix,Medium,223,regazzoni,57,ensign,15,10,0,#N/A,#N/A,#N/A,\N,\N,62,Not classified
12004,498,1980,25,Argentine Grand Prix,Medium,224,emerson_fittipaldi,56,fittipaldi,24,11,0,#N/A,#N/A,#N/A,\N,\N,62,Not classified
12005,498,1980,25,Argentine Grand Prix,Medium,203,gilles_villeneuve,6,ferrari,8,12,0,#N/A,#N/A,#N/A,\N,\N,3,Accident
12006,498,1980,25,Argentine Grand Prix,Medium,172,laffite,27,ligier,2,13,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
12007,498,1980,25,Argentine Grand Prix,Medium,119,patrese,21,arrows,7,14,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
12008,498,1980,25,Argentine Grand Prix,Medium,176,surer,54,ats,21,15,0,#N/A,#N/A,#N/A,\N,\N,42,Heat shield fire
12009,498,1980,25,Argentine Grand Prix,Medium,207,mario_andretti,32,team_lotus,6,16,0,#N/A,#N/A,#N/A,\N,\N,69,Fuel system
12010,498,1980,25,Argentine Grand Prix,Medium,200,mass,21,arrows,14,17,0,#N/A,#N/A,#N/A,\N,\N,6,Gearbox
12011,498,1980,25,Argentine Grand Prix,Medium,199,reutemann,3,williams,10,18,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
12012,498,1980,25,Argentine Grand Prix,Medium,173,angelis,32,team_lotus,5,19,0,#N/A,#N/A,#N/A,\N,\N,22,Suspension
12013,498,1980,25,Argentine Grand Prix,Medium,187,watson,1,mclaren,17,20,0,#N/A,#N/A,#N/A,\N,\N,6,Gearbox
12014,498,1980,25,Argentine Grand Prix,Medium,219,jabouille,4,renault,9,21,0,#N/A,#N/A,#N/A,\N,\N,6,Gearbox
12015,498,1980,25,Argentine Grand Prix,Medium,163,arnoux,4,renault,19,22,0,#N/A,#N/A,#N/A,\N,\N,22,Suspension
12016,498,1980,25,Argentine Grand Prix,Medium,202,pironi,27,ligier,3,23,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
12017,498,1980,25,Argentine Grand Prix,Medium,197,jarier,25,tyrrell,18,24,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
12018,498,1980,25,Argentine Grand Prix,Medium,225,kennedy,58,shadow,0,25,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
12019,498,1980,25,Argentine Grand Prix,Medium,140,johansson,58,shadow,0,26,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
12020,498,1980,25,Argentine Grand Prix,Medium,136,lammers,54,ats,0,27,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
12021,498,1980,25,Argentine Grand Prix,Medium,158,cheever,45,osella,0,28,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
12022,499,1980,18,Brazilian Grand Prix,Easy,163,arnoux,4,renault,6,1,9,#N/A,#N/A,#N/A,\N,\N,1,Finished
12023,499,1980,18,Brazilian Grand Prix,Easy,173,angelis,32,team_lotus,7,2,6,#N/A,#N/A,#N/A,\N,\N,1,Finished
12024,499,1980,18,Brazilian Grand Prix,Easy,178,jones,3,williams,10,3,4,#N/A,#N/A,#N/A,\N,\N,1,Finished
12025,499,1980,18,Brazilian Grand Prix,Easy,202,pironi,27,ligier,2,4,3,#N/A,#N/A,#N/A,\N,\N,1,Finished
12026,499,1980,18,Brazilian Grand Prix,Easy,117,prost,1,mclaren,13,5,2,#N/A,#N/A,#N/A,\N,\N,1,Finished
12027,499,1980,18,Brazilian Grand Prix,Easy,119,patrese,21,arrows,14,6,1,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
12028,499,1980,18,Brazilian Grand Prix,Easy,176,surer,54,ats,20,7,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
12029,499,1980,18,Brazilian Grand Prix,Easy,217,zunino,34,brabham,18,8,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
12030,499,1980,18,Brazilian Grand Prix,Easy,177,keke_rosberg,56,fittipaldi,15,9,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
12031,499,1980,18,Brazilian Grand Prix,Easy,200,mass,21,arrows,16,10,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
12032,499,1980,18,Brazilian Grand Prix,Easy,187,watson,1,mclaren,23,11,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
12033,499,1980,18,Brazilian Grand Prix,Easy,197,jarier,25,tyrrell,22,12,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
12034,499,1980,18,Brazilian Grand Prix,Easy,152,giacomelli,51,alfa,17,13,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
12035,499,1980,18,Brazilian Grand Prix,Easy,206,daly,25,tyrrell,24,14,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
12036,499,1980,18,Brazilian Grand Prix,Easy,224,emerson_fittipaldi,56,fittipaldi,19,15,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
12037,499,1980,18,Brazilian Grand Prix,Easy,203,gilles_villeneuve,6,ferrari,3,16,0,#N/A,#N/A,#N/A,\N,\N,37,Throttle
12038,499,1980,18,Brazilian Grand Prix,Easy,221,depailler,51,alfa,21,17,0,#N/A,#N/A,#N/A,\N,\N,10,Electrical
12039,499,1980,18,Brazilian Grand Prix,Easy,219,jabouille,4,renault,1,18,0,#N/A,#N/A,#N/A,\N,\N,101,Turbo
12040,499,1980,18,Brazilian Grand Prix,Easy,137,piquet,34,brabham,9,19,0,#N/A,#N/A,#N/A,\N,\N,22,Suspension
12041,499,1980,18,Brazilian Grand Prix,Easy,172,laffite,27,ligier,5,20,0,#N/A,#N/A,#N/A,\N,\N,10,Electrical
12042,499,1980,18,Brazilian Grand Prix,Easy,223,regazzoni,57,ensign,12,21,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
12043,499,1980,18,Brazilian Grand Prix,Easy,222,scheckter,6,ferrari,8,22,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
12044,499,1980,18,Brazilian Grand Prix,Easy,207,mario_andretti,32,team_lotus,11,23,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
12045,499,1980,18,Brazilian Grand Prix,Easy,199,reutemann,3,williams,4,24,0,#N/A,#N/A,#N/A,\N,\N,86,Halfshaft
12046,499,1980,18,Brazilian Grand Prix,Easy,136,lammers,54,ats,0,25,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
12047,499,1980,18,Brazilian Grand Prix,Easy,225,kennedy,58,shadow,0,26,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
12048,499,1980,18,Brazilian Grand Prix,Easy,140,johansson,58,shadow,0,27,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
12049,499,1980,18,Brazilian Grand Prix,Easy,158,cheever,45,osella,0,28,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
12050,500,1980,30,South African Grand Prix,Easy,163,arnoux,4,renault,2,1,9,#N/A,#N/A,#N/A,\N,\N,1,Finished
12051,500,1980,30,South African Grand Prix,Easy,172,laffite,27,ligier,4,2,6,#N/A,#N/A,#N/A,\N,\N,1,Finished
12052,500,1980,30,South African Grand Prix,Easy,202,pironi,27,ligier,5,3,4,#N/A,#N/A,#N/A,\N,\N,1,Finished
12053,500,1980,30,South African Grand Prix,Easy,137,piquet,34,brabham,3,4,3,#N/A,#N/A,#N/A,\N,\N,1,Finished
12054,500,1980,30,South African Grand Prix,Easy,199,reutemann,3,williams,6,5,2,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
12055,500,1980,30,South African Grand Prix,Easy,200,mass,21,arrows,19,6,1,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
12056,500,1980,30,South African Grand Prix,Easy,197,jarier,25,tyrrell,13,7,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
